average_similarity,max_similarity,min_similarity,num_examples,round,task_name
0.7404898802439371,0.8092501759529114,0.6823292374610901,3,0,summarization
0.7181363900502523,0.7264372110366821,0.7034705877304077,3,1,summarization
0.7192420959472656,0.7414436936378479,0.6967393159866333,3,3,summarization
0.7010373671849569,0.7068588733673096,0.697731077671051,3,5,summarization
0.7103103597958883,0.7597364187240601,0.6747952103614807,3,10,summarization
0.7222999731699625,0.779612123966217,0.6793743968009949,3,50,summarization
